wordform,occurence
кылапачыһаллар,1
кылаппаччыһаллар,1
кыларыйан,4
кыласска,1
кылатчанов,1
кылах,1
кылахаччыйа,2
кылахтаһара,1
кылбаа,8
кылбаарыйа,4
кылбайа,1
кылбайара,4
кылбалдьыһан,1
кылбар,1
кылбараҥ,1
кылбаччы,1
кылбачыгас,2
кылбачыйар,2
кылбачым,1
кылбаҥнаан,4
кылбаҥнаспыттара,4
кылбаҥнатан,4
кылбаһан,1
кылга,1
кылгаабыта,1
кылгаан,4
кылгаата,2
кылгаатар,1
кылгаппыта,1
кылгас,221
кылгастар,2
кылгастык,41
кылгаталларыгар,1
кылгатан,4
кылгатар,2
кылгатарга,2
кылгаттаҕа,1
кылгатыллан,1
кылгатыллара,1
кылгатыллыа,1
кылгатыллыаҕа,1
кылгатыллыбыт,7
кылгатыллыбыта,1
кылгатылынна,1
кылгатыы,5
кылгатыыны,2
кылгаһа,1
кылгаһы,1
кылгаһын,1
кылгаһынан,1
кылгыан,1
кылгыахтаах,1
кылгыыр,6
кыллаах,2
кыллар,2
кыллах,1
кылтан,3
кылы,4
кылыадьы,3
кылыгыраччы,1
кылыйа,1
кылыйан,4
кылыйдыннар,2
кылыйсар,1
кылыйы,1
кылыкына,1
кылын,12
кылына,40
кылынан,4
кылынныы,4
кылыным,6
кылынын,30
кылырҕаабыта,2
кылырҕаан,8
кылырҕаппытынан,4
кылырҕастаах,6
кылырҕаччы,1
кылыс,39
кылыскын,1
кылыспын,1
кылыста,1
кылыстара,1
кылыттан,1
кылыыта,4
кылыытын,5
кылыыһыт,8
кылыыһыттар,2
кылыыһыты,4
кылыҥҥын,2
кылыһа,2
кылыһах,4
кылыһахтаах,1
кылыһаҕын,1
кылыһы,23
кылыһын,29
кылыһынан,7
кыммыт,1
кыммытын,1
кымньыы,2
кымньыылаабыта,1
кымньыылаан,4
кымньыылаах,5
кымньыылыах,4
кымньыылыахтара,2
кымньыынан,2
кымньыытын,5
кымньыытынан,4
кымырдаҕас,1
кымырдаҕастар,1
кымыс,54
кымыскын,2
кымыста,4
кымыстаан,4
кымыстаах,20
кымыстан,18
кымыстарын,2
кымыстарынан,2
кымыһа,4
кымыһы,34
кымыһын,11
кымыһынан,21
кымыһыттан,14
кынакка,4
кынал,1
кынан,8
кынаппыт,1
кынар,1
кынат,20
кыната,16
кынаттаабыт,1
кынаттаабытын,1
кынаттаан,1
кынаттаатыннар,1
кынаттаах,18
кынаттаахтар,4
кынаттаахтары,1
кынаттааҕын,1
кынаттаммыт,2
кынаттанан,14
кынаттаныахпыт,1
кынаттар,10
кынаттара,5
кынаттарбыттан,1
кынаттардаах,4
кынаттарыгар,2
кынаттарын,3
кынаттарынан,1
кынаттзах,1
кынаттыахтаахтар,1
кынаттыаҕа,2
кынаттыыр,7
кынаттыыра,1
кынатыгар,6
кынатын,18
кынатынан,1
кынатыыр,1
кындыа,10
кындыл,17
кынталдьыйдаҕына,4
кынтаһан,4
кынчарыйбыта,4
кынчарыйда,1
кынырай,1
кып,32
кыппыайап,1
кыпсактар,1
кыптыйынан,1
кыптыый,8
кыпчаак,1
кыпчак,3
кыпчактар,5
кыпчактарга,1
кыпчактарын,1
кыпчыйан,4
кыр,4
кыра,784
кыраабыл,1
кыраабыла,1
кыраабыллаабытым,1
кыраабылын,2
кыраады,1
кыраадыс,145
кыраадыска,66
кыраадыстаах,12
кыраадыстан,14
кыраадыстара,1
кыраадыстарын,1
кыраадыһа,4
кыраадыһгар,1
кыраадыһы,5
кыраадыһын,3
кыраадыһынан,2
кыраай,86
кыраайа,4
кыраайбыт,4
кыраайга,39
кыраайдааҕы,2
кыраайдар,6
кыраайдарга,3
кыраайдартан,1
кыраайдары,1
кыраайдарыгар,1
кыраайдарын,1
кыраайдарыттан,1
кыраайдыын,1
кыраайтай,1
кыраайтан,17
кыраайы,45
кыраайыгар,7
кыраайын,9
кыраайынан,2
кыраайыныын,1
кырааматаларынан,1
кыраан,2
кырааннаах,1
кырааннарын,1
кырааны,2
кыраанын,1
кыраапыгар,1
кыраапыгы,2
кыраапыгынан,3
кыраапык,1
кыраапыкпытыттан,1
кыраапыктан,1
кыраапыктарын,1
кыраапыктарынан,1
кыраас,1
кырааска,5
кырааскалаан,2
кырааскалаатылар,1
кырааскалаах,1
кырааскалалыырга,2
кырааскаламмыт,6
кырааскаланан,2
кырааскалары,1
кырааскалыыбын,1
кырааскалыыллара,1
кырааскалыыр,1
кыраасканан,2
кыраасканы,1
кырааскатын,2
кырааскатынан,1
кырабаат,1
кырабын,1
кырабыт,2
кырабыттан,6
кырадаһыннарынан,1
кырадаһынынан,1
кырадыыска,1
кыракый,116
кыралаан,13
кыралар,10
кыралара,10
кыраларбытын,1
кыраларга,1
кыраларыгар,3
кыраларын,2
кыраларыттан,3
кыралыын,8
кырамаатыка,1
кыраман,5
кыраманҥа,1
кырамаҥҥа,2
кырамталарын,1
кырамтатын,2
кырана,1
кыранан,4
кыраны,4
кыраныы,1
кыраныысса,29
кыраныыссалара,4
кыраныыссаларыгар,1
кыраныыссаларын,3
кыраныыссаларынан,1
кыраныыссалаһан,1
кыраныыссаны,6
кыраныыссата,10
кыраныыссатыгар,18
кыраныыссатын,6
кыраныыссатынан,2
кыраныыссатыттан,2
кыраныыссаҕа,2
кыраныыссаҕын,1
кыраньыыссатыгар,1
кырасаабысса,1
кырасыабай,1
кырасыбай,1
кырата,22
кыраттан,20
кыратыгар,2
кыратык,68
кыратын,6
кыратыттан,2
кырачаан,53
кырачааннар,2
кырачааннара,1
кырачааннарга,4
кырачааннартан,1
кырачааннары,1
кырачааннарыгар,1
кырачааннарын,2
кырачааҥҥа,1
кырачаннар,1
кыраҕа,10
кыраҕы,12
кыраҕыйан,2
кыраҕыйара,2
кыраҕыйбакка,4
кыраҕыйдахтара,2
кыраҕын,1
кыраҕыт,1
кыраҕыттан,1
кыраҕытык,11
кыраһа,7
кыраһаапчык,1
кыраһаҕа,1
кыраһыабай,26
кыраһыабайа,1
кыраһыабайдык,2
кыраһын,4
кыраһынын,1
кыраһыын,2
кыраһыыҥҥа,1
кырба,1
кырбаабата,1
кырбаабатаҕа,1
кырбаабыт,1
кырбаабыта,4
кырбаабыттар,1
кырбаабыттарын,2
кырбаан,15
кырбаары,1
кырбааһына,1
кырбаммыт,2
кырбанан,2
кырбасов,1
кырбасова,1
кырбастыыр,4
кырбатаммын,1
кырбаһан,1
кырбаһар,1
кырбыах,1
кырбыахха,1
кырбыаҥ,1
кырбыы,2
кырбыыллара,1
кырбыылларын,1
кырбыыр,4
кырбыыры,1
кырга,2
кыргаллар,1
кырган,15
кыргар,1
кыргы,9
кыргыбыт,5
кыргыбыта,1
кыргыбыттарын,1
кыргыбытын,1
кыргыдай,8
кыргыз,10
кыргызстан,11
кыргызстанныын,1
кыргызстантан,1
кыргызстар,1
кыргызстаҥҥа,4
кыргызтан,3
кыргызтар,11
кыргызтара,1
кыргызтарга,2
кыргызтары,5
кыргызтарыттан,1
кыргызтыы,1
кыргыллар,1
кыргыллыбыт,1
кыргыллыбыттара,1
кыргыс,101
кыргыска,7
кыргыспыт,4
кыргыспыта,3
кыргыстан,8
кыргыстар,1
кыргыстарын,6
кыргыталаан,2
кыргыттар,122
кыргыттара,10
кыргыттарага,1
кыргыттарбынаан,2
кыргыттарбыт,3
кыргыттарбытын,2
кыргыттарбытыныы,1
кыргыттарга,16
кыргыттарда,2
кыргыттардаах,2
кыргыттардааҕар,1
кыргыттартан,2
кыргыттары,15
кыргыттарым,1
кыргыттарын,18
кыргыттарыттан,1
кыргыы,5
кыргыыс,1
кыргыытын,1
кыргыыһыны,1
кыргыһа,11
кыргыһаары,2
кыргыһар,5
кыргыһы,2
кыргыһыы,36
кыргыһыыга,67
кыргыһыылар,2
кыргыһыыларга,5
кыргыһыыларыгар,1
кыргыһыыларын,2
кыргыһыынан,2
кыргыһыыны,14
кыргыһыыта,2
кыргыһыытааҕар,4
кыргыһыыттан,6
кыргыһыытыгар,1
кыргыһыытын,2
кыргыһыҥ,2
кырдаайы,6
кырдаайыны,1
кырдайдаах,1
кырдал,9
кырдалга,5
кырдалларга,4
кырдаллардаах,4
кырдалларын,1
кырдалтан,4
кырджагасов,1
кырдук,1
кырдьа,2
кырдьагас,1
кырдьаллара,4
кырдьан,13
кырдьар,9
кырдьары,1
кырдьаҕа,2
кырдьаҕаас,2
кырдьаҕас,199
кырдьаҕаска,3
кырдьаҕаспын,2
кырдьаҕаспыт,1
кырдьаҕастаар,1
кырдьаҕастар,48
кырдьаҕастара,35
кырдьаҕастарга,16
кырдьаҕастартан,2
кырдьаҕастары,9
кырдьаҕастарыгар,3
